(0.4151110216218741+0j),(0.19492776623386548+0j),(0.36602881472936344+0j),(0.2544658543157915+0j),(0.14519631610229505+0j),(0.5301989775069711+0j),(0.005434869204196051+0j),(0.5373393505894478+0j)
(0.4019921227686227+0j),(0.4675238947834947+0j),(0.18800893094526439+0j),(0.30509296712970174+0j),(0.5191492100510273+0j),(0.08681261109619626+0j),(0.31344210432758207+0j),(0.3407291883945577+0j)
(0.3170211700061769+0j),(0.27598174641681866+0j),(0.021997549070546175+0j),(0.531241665467053+0j),(0.5293507453156949+0j),(0.4440139100323521+0j),(0.08141818324727583+0j),(0.23799279335209278+0j)
(0.30438061372959113+0j),(0.0799423810282808+0j),(0.02130989205209747+0j),(0.511662174767213+0j),(0.323327908959169+0j),(0.1573715842862345+0j),(0.7000278707757719+0j),(0.13915312788008555+0j)
(0.5285015008593671+0j),(0.4553795186798671+0j),(0.3430289510164614+0j),(0.42518223828891843+0j),(0.40818131639594085+0j),(0.02017564572274969+0j),(0.09526833069272898+0j),(0.19690546461799452+0j)
(0.1224560030279228+0j),(0.07349545121767546+0j),(0.24292139616797342+0j),(0.5664151312774225+0j),(0.2863955716467138+0j),(0.23802259494635436+0j),(0.3140347396033713+0j),(0.6020556813741709+0j)
(0.10735316168561423+0j),(0.3542760250401458+0j),(0.15677447106795767+0j),(0.7705576021541592+0j),(0.1270915963284966+0j),(0.07281205867331315+0j),(0.35017861311595266+0j),(0.31709243591146563+0j)
(0.4734988802418495+0j),(0.11314816790741254+0j),(0.2862168970694204+0j),(0.3539911723379775+0j),(0.5487897571201202+0j),(0.2887465742436651+0j),(0.2695673919769326+0j),(0.31393483364066127+0j)
(0.3523345139069167+0j),(0.4053268683166211+0j),(0.21498280183473342+0j),(0.3630136573387961+0j),(0.35477701278009205+0j),(0.37295879219898714+0j),(0.2056391907967712+0j),(0.47573262802142574+0j)
(0.07364242166187218+0j),(0.665646653690128+0j),(0.3127860750413136+0j),(0.4317908499364512+0j),(0.10759711559907567+0j),(0.10435863638605547+0j),(0.3525349571586759+0j),(0.34707938435154767+0j)
(0.026630848284907704+0j),(0.6483586172264395+0j),(0.05166073624108214+0j),(0.1502832408498993+0j),(0.5351316821299411+0j),(0.05441998675634082+0j),(0.5080875677710144+0j),(0.07866122639064388+0j)
(0.3468598078314878+0j),(0.282327055349042+0j),(0.5882919830101584+0j),(0.15060978228274172+0j),(0.15741021652800322+0j),(0.41047797729356417+0j),(0.4087543566582933+0j),(0.2661929254097843+0j)
(0.029626423071067436+0j),(0.3249536419022367+0j),(0.3923287922523927+0j),(0.517390478090853+0j),(0.4591798555509841+0j),(0.06146652085396364+0j),(0.4982032698824703+0j),(0.09529872281350597+0j)
(0.4069321308053385+0j),(0.6067410886185308+0j),(0.3731754556915363+0j),(0.28035370300648826+0j),(0.2835624877843898+0j),(0.28104924799106096+0j),(0.03441658000756152+0j),(0.2963654965173255+0j)
(0.2694419658621093+0j),(0.29159172107919445+0j),(0.3104141738658734+0j),(0.28130347809460515+0j),(0.22400482542492914+0j),(0.19687232550936587+0j),(0.5975664089950661+0j),(0.4699619150325944+0j)
(0.22987391716950256+0j),(0.02435338496711438+0j),(0.10065862970052726+0j),(0.262561469999386+0j),(0.4585249627490681+0j),(0.49429506504028975+0j),(0.4367989883348262+0j),(0.4713046791480215+0j)
(0.0756211557642838+0j),(0.16443118375674107+0j),(0.592389577200818+0j),(0.49208340510771537+0j),(0.1827334158849261+0j),(0.3712748381578005+0j),(0.4365810778550417+0j),(0.11105311152560658+0j)
(0.45197738275437294+0j),(0.37319417221832485+0j),(0.49189551891330274+0j),(0.3369721072722424+0j),(0.16265958589541285+0j),(0.38546200267761144+0j),(0.3384185118829491+0j),(0.10660659978318203+0j)
(0.4688059451105661+0j),(0.25600494587605827+0j),(0.4983057965759201+0j),(0.1195368027731851+0j),(0.6437495132548595+0j),(0.00738962325412013+0j),(0.15454788505408623+0j),(0.11718211585045826+0j)
(0.5478769029986142+0j),(0.2681924852034149+0j),(0.3444543300978822+0j),(0.3254097606972665+0j),(0.5252459267647022+0j),(0.08405556236139314+0j),(0.3147557687372741+0j),(0.14609441146271487+0j)
(0.3246017271524115+0j),(0.35384600585680986+0j),(0.36077573065605073+0j),(0.19793519850317898+0j),(0.4079304896437696+0j),(0.2718137851443247+0j),(0.39366549673717693+0j),(0.4525778504689936+0j)
(0.5189639050907499+0j),(0.05392030121996786+0j),(0.5963424676412994+0j),(0.06391808993881815+0j),(0.029666570825511808+0j),(0.17981062171305373+0j),(0.34941181088010637+0j),(0.46125765761390997+0j)
(0.6490258550035896+0j),(0.3583288662808424+0j),(0.3517274215975114+0j),(0.18464473385959637+0j),(0.40758913791962675+0j),(0.1204788106474851+0j),(0.286608322229611+0j),(0.1725445645178704+0j)
(0.2947051627574635+0j),(0.1061986517745189+0j),(0.5144745712213437+0j),(0.34738594424743546+0j),(0.22886207869200328+0j),(0.06362975447296607+0j),(0.6181175445530931+0j),(0.2793093967439048+0j)
(0.6954998578612577+0j),(0.015035792176319649+0j),(0.04828693438802274+0j),(0.24616358558063645+0j),(0.030124460773176993+0j),(0.22137691912319651+0j),(0.6343906880723547+0j),(0.027549323037487847+0j)
(0.16218197060189835+0j),(0.13606324023817248+0j),(0.15437685975373736+0j),(0.728842024228109+0j),(0.12002901437891192+0j),(0.4271532797068719+0j),(0.3746857528068364+0j),(0.250768000242627+0j)
(0.4675928450925987+0j),(0.06885787995661997+0j),(0.03988413024452191+0j),(0.31231901940496676+0j),(0.4011534288375363+0j),(0.21685547571731223+0j),(0.6420547596206332+0j),(0.23936776034053428+0j)
(0.09942300117162065+0j),(0.29911322850767463+0j),(0.11635287695912871+0j),(0.17263890337206014+0j),(0.449768260465261+0j),(0.32813856949716885+0j),(0.5501810134745815+0j),(0.49460954694997256+0j)
(0.529079148637414+0j),(0.23246137825207572+0j),(0.3913618364095081+0j),(0.3207417595401644+0j),(0.03512144983083002+0j),(0.16822975812145086+0j),(0.39065603134352855+0j),(0.4773370886560293+0j)
(0.24123940714511147+0j),(0.5478510424008574+0j),(0.20144376102084513+0j),(0.33498184326722724+0j),(0.5610521167480623+0j),(0.36503137301627553+0j),(0.20052029800391563+0j),(0.025191044091680673+0j)
(0.24960074546981578+0j),(0.011358586090493856+0j),(0.612473577042486+0j),(0.001163647536328526+0j),(0.3531832163505216+0j),(0.20790542064127104+0j),(0.6045554684661735+0j),(0.17027874510946053+0j)
(0.28173199943262894+0j),(0.048761374380392054+0j),(0.3355514123156786+0j),(0.31328034924354903+0j),(0.23571134280262987+0j),(0.5016425066297825+0j),(0.26329206696217433+0j),(0.5753106354189689+0j)
(0.4238277173521261+0j),(0.17018429156013934+0j),(0.11867643652570305+0j),(0.4437478967615993+0j),(0.4889603197961088+0j),(0.49549087851367124+0j),(0.2849768553720463+0j),(0.12085473644162478+0j)
(0.4302369140694481+0j),(0.37547825853737377+0j),(0.04932770611219731+0j),(0.2511468666725185+0j),(0.49855324956285846+0j),(0.3245047148267458+0j),(0.4010108650021119+0j),(0.3061632529612409+0j)
(0.13663699691907444+0j),(0.3282044274585415+0j),(0.2935704652348952+0j),(0.5224052397645723+0j),(0.005917187341986941+0j),(0.3766464903998979+0j),(0.5966598645813667+0j),(0.12892147392494094+0j)
(0.037351681477576636+0j),(0.4467415857632772+0j),(0.30942019098519796+0j),(0.5632528747419632+0j),(0.1078335483242271+0j),(0.21311651804248305+0j),(0.5727614172926625+0j),(0.030492399057197934+0j)
(0.4421943137369199+0j),(0.15721057474328065+0j),(0.17870748638164705+0j),(0.3343819403506733+0j),(0.5217147424613501+0j),(0.38550882298602723+0j),(0.4615686313186206+0j),(0.04639450233771714+0j)
(0.37748674038664415+0j),(0.12132788124410955+0j),(0.5048692595996422+0j),(0.39595768713324153+0j),(0.42693843182124946+0j),(0.030821146467263198+0j),(0.29226707615426245+0j),(0.40306505099943724+0j)
(0.2811838707921962+0j),(0.07079297362717643+0j),(0.3547994214263449+0j),(0.1420779334557211+0j),(0.45269987911501625+0j),(0.12018866670800891+0j),(0.65129948017207+0j),(0.35536137669084716+0j)
(0.08309233042268192+0j),(0.4015725610193901+0j),(0.47647229447021633+0j),(0.29069832064739387+0j),(0.3745788532423534+0j),(0.22016477709930954+0j),(0.5356378655701557+0j),(0.21122029360890246+0j)
(0.2521214750651016+0j),(0.31846353702244196+0j),(0.30998790147933897+0j),(0.3355973703013393+0j),(0.4911469759737383+0j),(0.46637039980466655+0j),(0.3883337954101187+0j),(0.12949055912179075+0j)
(0.6183124658723933+0j),(0.37082738027031364+0j),(0.025169542615498+0j),(0.042860572818835006+0j),(0.061741274899382505+0j),(0.5377927841340008+0j),(0.11951008145096621+0j),(0.4127838305331337+0j)
(0.43821390973153757+0j),(0.20693632454570138+0j),(0.7520865373258013+0j),(0.13294888342097555+0j),(0.040993879301624375+0j),(0.17673514378357585+0j),(0.23024970516383625+0j),(0.30968633446648347+0j)
(0.2564398305631716+0j),(0.19951155930879863+0j),(0.410647931875781+0j),(0.04586974185571604+0j),(0.3745917307153173+0j),(0.3590015769535288+0j),(0.20542518102252383+0j),(0.6421038793354106+0j)
(0.1703398564839225+0j),(0.3116014061553033+0j),(0.16297812887412078+0j),(0.6448984748953371+0j),(0.29327109754279734+0j),(0.019875329051998434+0j),(0.4920813615093246+0j),(0.32075840107108744+0j)
(0.37335507014918645+0j),(0.04640134843790039+0j),(0.43617145760389514+0j),(0.4595416638887623+0j),(0.3759151477997901+0j),(0.38726485809711175+0j),(0.28043190190375344+0j),(0.29512794667976044+0j)
(0.48596361686509826+0j),(0.3164120550773687+0j),(0.20510005365290626+0j),(0.29019985529460246+0j),(0.3333499371411573+0j),(0.21595061774865368+0j),(0.3783373977402214+0j),(0.4863586639886184+0j)
(0.3179387594355265+0j),(0.1350724072266546+0j),(0.5116330449746019+0j),(0.06341305052515175+0j),(0.3083174110730754+0j),(0.02048436342450201+0j),(0.6439015360032433+0j),(0.3237165105221848+0j)
(0.31760120647806994+0j),(0.2690157389536114+0j),(0.21822814584839992+0j),(0.2979715100708303+0j),(0.3515659467950928+0j),(0.5045304558272027+0j),(0.5268121988775817+0j),(0.1861955227582762+0j)
(0.26401507542843533+0j),(0.282890570395427+0j),(0.33523913578039066+0j),(0.4506062109192324+0j),(0.4542772117724722+0j),(0.2742970250377388+0j),(0.4442783410365494+0j),(0.2363214807324605+0j)
(0.0028249603643123616+0j),(0.47182284636594274+0j),(0.37453301860535304+0j),(0.535938501150342+0j),(0.40635897717743047+0j),(0.041146060132358546+0j),(0.2876173467500727+0j),(0.31674249392292236+0j)
(0.35734719816037497+0j),(0.37113772396720507+0j),(0.24044283355101084+0j),(0.4435734343033635+0j),(0.3877994277103164+0j),(0.4491039831951381+0j),(0.31738537611438383+0j),(0.1648434444077052+0j)
(0.3222109326049719+0j),(0.36777188794034255+0j),(0.3876577633626609+0j),(0.4390320163809482+0j),(0.3533316058872953+0j),(0.38813940590302015+0j),(0.1416898950353266+0j),(0.34974969901202524+0j)
(0.3574791574442745+0j),(0.6428161349339966+0j),(0.22267225417094766+0j),(0.5392687140504482+0j),(0.10475488767557158+0j),(0.08941078781477552+0j),(0.2872504750307723+0j),(0.13084983399022604+0j)
(0.3785728464801971+0j),(0.3172570722737358+0j),(0.03509279239831795+0j),(0.48957553337490667+0j),(0.2567681647615811+0j),(0.2800218187926347+0j),(0.2982237884737059+0j),(0.5308816304939997+0j)
(0.4098041009853821+0j),(0.43713144615861255+0j),(0.20122244690836058+0j),(0.42717848935504493+0j),(0.13139708216218665+0j),(0.2443587850946983+0j),(0.46897008897072945+0j),(0.3479876567990441+0j)
(0.6614013818061502+0j),(0.43649312722685657+0j),(0.03483160513984161+0j),(0.17803101603780558+0j),(0.1364999100029589+0j),(0.011986629250024729+0j),(0.14796720682706127+0j),(0.5462998074617703+0j)
(0.6640528778548422+0j),(0.19339260900482055+0j),(0.5808989978738984+0j),(0.021799086909323518+0j),(0.308386843775589+0j),(0.15192969895134795+0j),(0.23263844435135814+0j),(0.10681059707020513+0j)
(0.17435045645874528+0j),(0.4665841844914502+0j),(0.36735916590475687+0j),(0.38964930849250806+0j),(0.0989714486742628+0j),(0.4720488734210385+0j),(0.4818353658204357+0j),(0.018192592615687952+0j)
(0.26153433448445057+0j),(0.29404123954219674+0j),(0.2987372821553257+0j),(0.46643628948820853+0j),(0.24129877988256093+0j),(0.42176231789475005+0j),(0.41481258327633086+0j),(0.3607696387170594+0j)
(0.10336849082054174+0j),(0.17158543108831076+0j),(0.48344764382921795+0j),(0.11391234773945913+0j),(0.40601869966464693+0j),(0.3610459385781116+0j),(0.5779250731993002+0j),(0.2897809572395112+0j)
(0.369187483635448+0j),(0.07983996729474653+0j),(0.13817307200085727+0j),(0.10405254954351215+0j),(0.11940364501454181+0j),(0.6672668738396637+0j),(0.2917278018056443+0j),(0.5317894592258959+0j)
(0.3329629125464026+0j),(0.3817424676087411+0j),(0.3712546342002953+0j),(0.25253696695219885+0j),(0.5113702037517273+0j),(0.3742970733440442+0j),(0.1279974787522628+0j),(0.3518839655824899+0j)
(0.06620894817131251+0j),(0.08353223711029348+0j),(0.18979905351019366+0j),(0.022835807606067647+0j),(0.1325567489030434+0j),(0.5065183277019891+0j),(0.15488511267497176+0j),(0.8086854021292266+0j)
(0.7176446437653092+0j),(0.21151450409248826+0j),(0.4019660239685814+0j),(0.12529424720293883+0j),(0.24295230623393638+0j),(0.22707947746822638+0j),(0.2847310018610552+0j),(0.26703893239334675+0j)
(0.25636326547464794+0j),(0.3665348705794782+0j),(0.4119431338547952+0j),(0.3295582219955374+0j),(0.4499259569622345+0j),(0.33847100978047173+0j),(0.04093904760508734+0j),(0.45050227604362264+0j)
(0.35206902480311486+0j),(0.4703356467182218+0j),(0.3619372021969417+0j),(0.44751786026364393+0j),(0.21695660412699996+0j),(0.2790144232210603+0j),(0.2710083783212712+0j),(0.35383082122846454+0j)
(0.3790496036729723+0j),(0.3461901401664359+0j),(0.5234597127273156+0j),(0.36552255729756417+0j),(0.309493376888061+0j),(0.09659089245806204+0j),(0.16391378945939147+0j),(0.44370405998439244+0j)
(0.38419955755223895+0j),(0.30143132728488964+0j),(0.41819143312547236+0j),(0.1389219002255173+0j),(0.5191827220117435+0j),(0.3270808642177788+0j),(0.42953640889056227+0j),(0.07945041642783131+0j)
(0.4524897365790185+0j),(0.4166435699750303+0j),(0.3031985375363427+0j),(0.3022119505158297+0j),(0.05806076197737684+0j),(0.37420643311539653+0j),(0.4336992057830049+0j),(0.32696062442930746+0j)
(0.16268200482179732+0j),(0.32869585128506+0j),(0.09737902168752868+0j),(0.27122960985759403+0j),(0.21964327055802405+0j),(0.23489012451265937+0j),(0.7125647457552751+0j),(0.4138603311970717+0j)
(0.43899781479660427+0j),(0.35646317963247837+0j),(0.31346790704138083+0j),(0.2630259595686857+0j),(0.4855284774369187+0j),(0.27400316203589736+0j),(0.12238883047493926+0j),(0.43240660839685613+0j)
(0.03306817797608132+0j),(0.09016252885663337+0j),(0.47030352300122097+0j),(0.4782059922544138+0j),(0.587880731404058+0j),(0.22730077276215516+0j),(0.09997149897359542+0j),(0.36557782066019795+0j)
(0.4623980351202875+0j),(0.29566990471628163+0j),(0.18464452398831713+0j),(0.438930851080248+0j),(0.18204192535153121+0j),(0.573990090171641+0j),(0.2388368160038597+0j),(0.22883741261702986+0j)
(0.460156324562642+0j),(0.27759678359076373+0j),(0.16963000441397455+0j),(0.0482065356000008+0j),(0.12501787079519044+0j),(0.029694344502427663+0j),(0.4609271490713084+0j),(0.6716642876976773+0j)
(0.3228887506838002+0j),(0.8190176182128414+0j),(0.1957347732083717+0j),(0.11837031083566844+0j),(0.015158718564513972+0j),(0.41202184406872244+0j),(0.01959465420994051+0j),(0.0474723771959841+0j)
(0.1919618967322604+0j),(0.49155552145401055+0j),(0.5109281349666172+0j),(0.4580459705237523+0j),(0.48077882668439714+0j),(0.08348472774013121+0j),(0.05947863490634519+0j),(0.09494441191205027+0j)
(0.2644042232552069+0j),(0.41098831916147915+0j),(0.5574862544420522+0j),(0.14163570652456522+0j),(0.5759228084439931+0j),(0.13027071720636993+0j),(0.282934194130284+0j),(0.04022575950134008+0j)
(0.24197922991933543+0j),(0.012049840560043615+0j),(0.31255814689410716+0j),(0.42264724506229195+0j),(0.29840878081599903+0j),(0.21715358784873776+0j),(0.5031590923859361+0j),(0.5249809627474031+0j)
(0.652907852581786+0j),(0.47541939931006144+0j),(0.3671989146193345+0j),(0.039727408702065446+0j),(0.35267627144564584+0j),(0.07011485082593293+0j),(0.11912483422558401+0j),(0.2603594630899453+0j)
(0.27083606866576515+0j),(0.10296222295910236+0j),(0.48734572120565145+0j),(0.035306748181291425+0j),(0.2490623700163229+0j),(0.23063103348944983+0j),(0.6817612116475094+0j),(0.3118863553199464+0j)
(0.5124262692005987+0j),(0.3575361290719213+0j),(0.14048022550015343+0j),(0.26328069456016545+0j),(0.44301320310789954+0j),(0.33795386805139127+0j),(0.10988984997483683+0j),(0.4449567652822626+0j)
(0.13481761933013095+0j),(0.5268879465416856+0j),(0.38522509639991387+0j),(0.05321351518609722+0j),(0.49674076681408624+0j),(0.31003759702809086+0j),(0.31756776484240046+0j),(0.33054388809878255+0j)
(0.551477958088507+0j),(0.529009636163235+0j),(0.1779998715051693+0j),(0.03553254064259836+0j),(0.555958739756631+0j),(0.024802874516739945+0j),(0.26047521677944735+0j),(0.07430820571258188+0j)
(0.09869904547205066+0j),(0.25880580893898436+0j),(0.36792994672717033+0j),(0.45869122559031067+0j),(0.5176675025850559+0j),(0.34113730553336996+0j),(0.12206492076182833+0j),(0.4222011560978204+0j)
(0.5605716224881317+0j),(0.02662507369473981+0j),(0.3605888760590135+0j),(0.40045757504612833+0j),(0.3344225496469815+0j),(0.12397738070078547+0j),(0.4775146437788491+0j),(0.19857212015131617+0j)
(0.22343042360822668+0j),(0.2438525682038017+0j),(0.513694525035864+0j),(0.0690182924092563+0j),(0.47490767237851+0j),(0.526843422005339+0j),(0.23054180845540567+0j),(0.25635593811649515+0j)
(0.20640467427728515+0j),(0.31601280352489214+0j),(0.6059728656404751+0j),(0.07522240572895265+0j),(0.424905388450019+0j),(0.2598177581849297+0j),(0.44135690350958623+0j),(0.20451337694872443+0j)
(0.2810508017085876+0j),(0.5669881846575504+0j),(0.5522749300668512+0j),(0.16712196235193305+0j),(0.00823771346004719+0j),(0.2744735597912264+0j),(0.436954259302414+0j),(0.01627504122729468+0j)
(0.30585802023006337+0j),(0.23007659425049667+0j),(0.13018755828840206+0j),(0.35305282835167184+0j),(0.07009547332115845+0j),(0.3439339034846304+0j),(0.7080913951102397+0j),(0.2955049967824055+0j)
(0.20099170449140327+0j),(0.5040109786513185+0j),(0.35576646909355414+0j),(0.15241753066175648+0j),(0.3115463727988728+0j),(0.05542937103680664+0j),(0.5958757473790078+0j),(0.31713233838272803+0j)
(0.0791205113277254+0j),(0.27622179280103654+0j),(0.2958849677601364+0j),(0.4081424809149965+0j),(0.013434865092964798+0j),(0.449385660426933+0j),(0.38247085517778634+0j),(0.5611607118618614+0j)
(0.6139588983751622+0j),(0.3325246370269159+0j),(0.051368902558215634+0j),(0.5670139739407403+0j),(0.3836354699809627+0j),(0.17407478942741628+0j),(0.058472906550394964+0j),(0.08626087838530713+0j)
(0.020419363642660733+0j),(0.5634116353752074+0j),(0.5052934432514304+0j),(0.38421311413113+0j),(0.037287701323005615+0j),(0.3972102537318156+0j),(0.2899782798037932+0j),(0.1896191887742952+0j)
(0.5393594931396464+0j),(0.6602375173296977+0j),(0.2295498755970506+0j),(0.3447427634671454+0j),(0.09177921134053554+0j),(0.14769351704773712+0j),(0.20915557350869227+0j),(0.16629548093350147+0j)
(0.4869738110068497+0j),(0.023020323738735478+0j),(0.06199641242753538+0j),(0.31884964456362713+0j),(0.4001591136342188+0j),(0.27390745665838123+0j),(0.4058230348365064+0j),(0.5069250185724645+0j)
(0.15322101975485708+0j),(0.03523516901003028+0j),(0.30109393678282764+0j),(0.48422276772632106+0j),(0.43177290130872814+0j),(0.3722695551791555+0j),(0.46180493838762005+0j),(0.33447913728835105+0j)
(0.518475791304182+0j),(0.01096544998874295+0j),(0.3314789273285144+0j),(0.4545802275677434+0j),(0.40021798451598034+0j),(0.06668348081781639+0j),(0.2958033709518775+0j),(0.40301413643833284+0j)
(0.30005876913670637+0j),(0.4981375356058242+0j),(0.3429096327643145+0j),(0.23869285965884193+0j),(0.3087929055273737+0j),(0.379860801867285+0j),(0.03505399009036267+0j),(0.4963732100642607+0j)
(0.18009958612832247+0j),(0.25592461261101856+0j),(0.47760791806040176+0j),(0.15213624747281085+0j),(0.04366490140453025+0j),(0.34415995713948827+0j),(0.5753413437986202+0j),(0.4465888589634578+0j)
(0.2732555466924315+0j),(0.28341268793479785+0j),(0.4230886478114039+0j),(0.24963633284216016+0j),(0.3222830925296166+0j),(0.4219617532143522+0j),(0.5190627363176236+0j),(0.22878399156826365+0j)
(0.5025120021860103+0j),(0.13022427732139272+0j),(0.5833955652620767+0j),(0.2155574626631204+0j),(0.12345826673568551+0j),(0.5707313814882098+0j),(0.049895101643872425+0j),(0.015561020822406296+0j)
(0.32343668552960564+0j),(0.2587936746606282+0j),(0.3236660518995622+0j),(0.4418413064505354+0j),(0.29692334229315986+0j),(0.45101460088707823+0j),(0.3456747877578055+0j),(0.3425819476677524+0j)
(0.6458076274081848+0j),(0.15570645916303652+0j),(0.07971050168949602+0j),(0.4396082491618591+0j),(0.1554963969866418+0j),(0.3092508294462924+0j),(0.020327717475842628+0j),(0.4887232438290098+0j)
(0.39343537481337687+0j),(0.19446754553880194+0j),(0.4099523642613129+0j),(0.41130133982038597+0j),(0.07253109424111079+0j),(0.327363326952531+0j),(0.43967608275568987+0j),(0.4054857349691305+0j)
(0.04880386392652075+0j),(0.11893243624286394+0j),(0.5013280889021527+0j),(0.30489899699295514+0j),(0.39232712754703475+0j),(0.3172876662956431+0j),(0.12075971828531142+0j),(0.6082804120079766+0j)
(0.585310601133005+0j),(0.09718825065860527+0j),(0.16853002335397277+0j),(0.4671767270512827+0j),(0.017556229851113152+0j),(0.5885763341905209+0j),(0.23361219109206124+0j),(0.0021219949647457038+0j)
(0.3116126570805763+0j),(0.1932033014040149+0j),(0.46266155974708173+0j),(0.4864112838240372+0j),(0.20084936026446798+0j),(0.39830334043930615+0j),(0.46119303206045964+0j),(0.05686256263963262+0j)
(0.3662820064546635+0j),(0.4773892715066426+0j),(0.060000807021251934+0j),(0.43674799182813206+0j),(0.09700693713263037+0j),(0.4059167184090065+0j),(0.5170853364323821+0j),(0.04507878325348727+0j)
(0.01124927711742608+0j),(0.13020377243127337+0j),(0.1469102617004263+0j),(0.5198638878374261+0j),(0.5352947510373077+0j),(0.5310436393600705+0j),(0.20923686533927757+0j),(0.2806269077062639+0j)
(0.6264761573341389+0j),(0.5518383281687591+0j),(0.2744184262852107+0j),(0.11073136163722176+0j),(0.2701546232210827+0j),(0.017602913785310762+0j),(0.3506085552707279+0j),(0.13861974848624634+0j)
(0.1426113959460325+0j),(0.26638626190309517+0j),(0.5119420584177864+0j),(0.004013469535051575+0j),(0.38750085717221966+0j),(0.3256837813680876+0j),(0.44381675117810593+0j),(0.4397720110684179+0j)
(0.511228142692276+0j),(0.2128669736520034+0j),(0.4873840120623368+0j),(0.3837989063993007+0j),(0.012971426396701095+0j),(0.43290076518854764+0j),(0.18281127180989726+0j),(0.29579954424578964+0j)
(0.210374475586697+0j),(0.4451227838597056+0j),(0.037238639639750055+0j),(0.013720369989518972+0j),(0.42734032390916177+0j),(0.4642801921580156+0j),(0.3978358210034183+0j),(0.44674839981045755+0j)
(0.3873174320444001+0j),(0.11732902493124006+0j),(0.2728806888281353+0j),(0.5693644284030527+0j),(0.03835879549638088+0j),(0.312225841633459+0j),(0.3279145158675433+0j),(0.4807234974336735+0j)
(0.11383968458821411+0j),(0.34321387938053594+0j),(0.0925926522069047+0j),(0.14567597931013332+0j),(0.4915163922997993+0j),(0.1164933530382717+0j),(0.495117545801487+0j),(0.5823653661240049+0j)
(0.16571190837292807+0j),(0.1193841308248486+0j),(0.41695606276903824+0j),(0.630039661083605+0j),(0.2871747428955452+0j),(0.45624888917677275+0j),(0.24560190020781925+0j),(0.19113342118672702+0j)
(0.3260342559841867+0j),(0.07528991910862114+0j),(0.5206825331575565+0j),(0.03930012629975394+0j),(0.43826376461188804+0j),(0.6059512948538488+0j),(0.19662380386617745+0j),(0.13215624233937293+0j)
(0.23183216888523647+0j),(0.5423845548204641+0j),(0.1670606301496014+0j),(0.5813390416692449+0j),(0.05861917755700008+0j),(0.12566677615707939+0j),(0.38553819659576366+0j),(0.34400647814509283+0j)
(0.36000177170342135+0j),(0.49668606404163235+0j),(0.5201329103779954+0j),(0.17372337748003383+0j),(0.19612565746043842+0j),(0.19189116406068377+0j),(0.4793100414981451+0j),(0.13400751313291373+0j)
(0.39241110447643784+0j),(0.047763729741956855+0j),(0.4377559985791299+0j),(0.1615127615580327+0j),(0.1675405197729234+0j),(0.532742872920491+0j),(0.4668834183303736+0j),(0.31008151193096306+0j)
(0.5173263504367018+0j),(0.05353196106098952+0j),(0.027884829408016627+0j),(0.2770465150966211+0j),(0.35508320751528233+0j),(0.6032184871457216+0j),(4.8548104066762e-06+0j),(0.4025156065710095+0j)
(0.35235207985938777+0j),(0.46134107002207275+0j),(0.3247883760488445+0j),(0.2797182927527499+0j),(0.4093757567247701+0j),(0.39065924607940034+0j),(0.1641065772954899+0j),(0.3635223390106164+0j)
(0.1212608560947399+0j),(0.5228798830493515+0j),(0.16639325440343788+0j),(0.3100152259981407+0j),(0.4247673464645193+0j),(0.3583570543058703+0j),(0.23299741810236413+0j),(0.4743009628750131+0j)
(0.4093764749576643+0j),(0.08181971822730072+0j),(0.009634457815689657+0j),(0.4779224660597105+0j),(0.4711251855779384+0j),(0.10393802775233593+0j),(0.38073631039959277+0j),(0.4684992390205745+0j)
(0.036551819354617+0j),(0.3025309943337651+0j),(0.37997337138554105+0j),(0.06205230504803516+0j),(0.021781008878028616+0j),(0.6454071817914221+0j),(0.5828396943026412+0j),(0.04670929816359128+0j)
(0.48598214955170077+0j),(0.3857701624747962+0j),(0.22736621481923805+0j),(0.43111785142252296+0j),(0.3456982649985269+0j),(0.07112437394152618+0j),(0.09464148239995897+0j),(0.49388435632488875+0j)
(0.3069442147976196+0j),(0.3080336142193091+0j),(0.47552785021711597+0j),(0.20273138606595126+0j),(0.35175804805567074+0j),(0.34495199111825536+0j),(0.2752859565032165+0j),(0.4745164189874294+0j)
(0.4058571603400109+0j),(0.36193770776305834+0j),(0.41266175662257126+0j),(0.387028443486108+0j),(0.047337307116894135+0j),(0.3065515292617437+0j),(0.41778863217140466+0j),(0.33680605360416815+0j)
(0.17558807690392164+0j),(0.521995733204372+0j),(0.5233887388309615+0j),(0.20927029824238164+0j),(0.34360803662331085+0j),(0.25682081957923564+0j),(0.11976319315327487+0j),(0.42496213180511433+0j)
(0.23717976619882883+0j),(0.20355204273347682+0j),(0.45210336480742996+0j),(0.127409641923605+0j),(0.07885580766047601+0j),(0.3374887243957238+0j),(0.5617169637588028+0j),(0.4960230137898336+0j)
(0.15926366131778877+0j),(0.604328371963678+0j),(0.40917193396965684+0j),(0.40589450185149833+0j),(0.029698363235603605+0j),(0.10393668433580582+0j),(0.42832918847707036+0j),(0.2865302183201928+0j)
(0.4976479650725467+0j),(0.36935229574879813+0j),(0.28245291193047195+0j),(0.20422544513735927+0j),(0.24296953527773543+0j),(0.35372160225300103+0j),(0.4452139791400153+0j),(0.33476715846912936+0j)
