(0.3034180619635907+0j),(0.5249494417472192+0j),(0.06778998431493943+0j),(0.03968810456356006+0j),(0.20663513651081525+0j),(0.37972798432418275+0j),(0.5515371143873985+0j),(0.36757356460951507+0j)
(0.028170554227422005+0j),(0.5305094226773948+0j),(0.13477473670029172+0j),(0.3572393262113295+0j),(0.28215417972028084+0j),(0.35512173023273225+0j),(0.03914663824520217+0j),(0.6039264216586692+0j)
(0.04036871594831651+0j),(0.47855743304929477+0j),(0.559367792950891+0j),(0.1269551189225593+0j),(0.2063222596383321+0j),(0.08516073036700339+0j),(0.5163375889800694+0j),(0.3520191605891675+0j)
(0.4481136429629607+0j),(0.34807712421620923+0j),(0.3024939491199027+0j),(0.07751321093136587+0j),(0.535811368044535+0j),(0.4036597464594235+0j),(0.3452410926656548+0j),(0.10629753695347682+0j)
(0.4180297155854985+0j),(0.009001993797811591+0j),(0.4961589997514281+0j),(0.3659494202931434+0j),(0.45907816531565876+0j),(0.19002899683805025+0j),(0.44391185671564637+0j),(0.03399811327627735+0j)
(0.19108461988584632+0j),(0.22759311295787346+0j),(0.3666488337405215+0j),(0.2150859107776795+0j),(0.2564790530985407+0j),(0.21017676295989954+0j),(0.030603964070130094+0j),(0.7874657755708792+0j)
(0.2632278259292695+0j),(0.35136334912489636+0j),(0.025688402676824002+0j),(0.03226302371053081+0j),(0.48828247946931896+0j),(0.5114098187306824+0j),(0.5485982189821825+0j),(0.06807586573797852+0j)
(0.32478025504748487+0j),(0.44245377997458635+0j),(0.02220487443951165+0j),(0.36249506775207163+0j),(0.2733520128374443+0j),(0.46454034020246815+0j),(0.3531296777091952+0j),(0.389406070891724+0j)
(0.6930084249923375+0j),(0.12137374558810314+0j),(0.05709969393670309+0j),(0.41214375508475615+0j),(0.04971768440886728+0j),(0.01584075728484465+0j),(0.066952785177605+0j),(0.5698064879335349+0j)
(0.45430512325606903+0j),(0.3353540586352783+0j),(0.4500134476243546+0j),(0.12822913264694397+0j),(0.47005527449694146+0j),(0.38881262059729155+0j),(0.2999854593209527+0j),(0.008438365710118622+0j)
(0.35411531941547225+0j),(0.44073874941425784+0j),(0.09726751787731155+0j),(0.5143436076804762+0j),(0.24734222409050924+0j),(0.2296258687528749+0j),(0.5407166184096918+0j),(0.007791128370704488+0j)
(0.3261503945295599+0j),(0.050227555417024436+0j),(0.35878884048305487+0j),(0.404200785716121+0j),(0.18557412526253053+0j),(0.1900201468582249+0j),(0.5812072231916074+0j),(0.4366327485739749+0j)
(0.5147448027543092+0j),(0.11772984785345311+0j),(0.0015399132436869126+0j),(0.299833052695643+0j),(0.5642785085408611+0j),(0.2526906430984756+0j),(0.4958465749340252+0j),(0.05611254722270222+0j)
(0.14919562564178826+0j),(0.2892604091622903+0j),(0.15225885717800908+0j),(0.14174974499090667+0j),(0.32756354471069904+0j),(0.06587004777497778+0j),(0.20880389708761554+0j),(0.8340009141063263+0j)
(0.22415705176720516+0j),(0.005798978226749934+0j),(0.009258272497341694+0j),(0.6185972230604024+0j),(0.5739206549484942+0j),(0.038858442379834476+0j),(0.4109655143244617+0j),(0.25919914606768907+0j)
(0.06097724685390383+0j),(0.08554012098437981+0j),(0.5200181062824428+0j),(0.11798634653779849+0j),(0.5726427894296924+0j),(0.4926544876587178+0j),(0.23340523439011965+0j),(0.2819908549942373+0j)
(0.5066789446843578+0j),(0.11258200968120796+0j),(0.12929373594203825+0j),(0.18694426237174724+0j),(0.100106577968334+0j),(0.6595201085450748+0j),(0.11333593477371136+0j),(0.47021652042782525+0j)
(0.3704826891449678+0j),(0.5657361443370089+0j),(0.10212873892983743+0j),(0.11850175635007501+0j),(0.12232473111681218+0j),(0.30673519309456065+0j),(0.5373994530979237+0j),(0.3469355210203353+0j)
(0.55976808682382+0j),(0.2549883305985584+0j),(0.36824004940092586+0j),(0.1121940236722496+0j),(0.2870356710373535+0j),(0.5915175106134227+0j),(0.19516242032051548+0j),(0.05551211747059415+0j)
(0.0969797794322362+0j),(0.09787137820265417+0j),(0.49085488573603625+0j),(0.46878375068757744+0j),(0.01663691742617995+0j),(0.0485184075017127+0j),(0.537936062259224+0j),(0.4778214750128237+0j)
(0.14533408445571044+0j),(0.012953527212440358+0j),(0.1275525979044895+0j),(0.5419567624472467+0j),(0.06885990257416051+0j),(0.31030495982471384+0j),(0.575673434447308+0j),(0.48609942916135174+0j)
(0.49984387354351506+0j),(0.05045381559004262+0j),(0.5509863093923438+0j),(0.28238039467571685+0j),(0.15746579639515246+0j),(0.5315868118565831+0j),(0.14567375390799947+0j),(0.18890488608439118+0j)
(0.2813689748361306+0j),(0.02410758756250682+0j),(0.5046610568289409+0j),(0.0023716441542743806+0j),(0.5310985305528612+0j),(0.5015887866583618+0j),(0.33258459687500547+0j),(0.14591930341992795+0j)
(0.5269274791009168+0j),(0.06848566804873868+0j),(0.36571999372591774+0j),(0.43049311017178027+0j),(0.20536932831697377+0j),(0.36086948633106186+0j),(0.2329895368075599+0j),(0.4146013047302219+0j)
(0.05161850081703597+0j),(0.633172564900495+0j),(0.09332842529186046+0j),(0.42068396217231746+0j),(0.08558978471452992+0j),(0.5736639565196079+0j),(0.24035993177913262+0j),(0.12866234636517618+0j)
(0.13468793939531976+0j),(0.35922241079142975+0j),(0.3926218067379169+0j),(0.24660302696784708+0j),(0.23559002456453496+0j),(0.22070395277674765+0j),(0.33523515281193195+0j),(0.6490438971320405+0j)
(0.0792491196797996+0j),(0.08714431546623662+0j),(0.38321538822972584+0j),(0.20474033451368107+0j),(0.5767110817259302+0j),(0.11096970546504675+0j),(0.45916046082895845+0j),(0.4915430101770456+0j)
(0.32736623566538897+0j),(0.49504131169515225+0j),(0.31329361826197755+0j),(0.34169788612977414+0j),(0.2941914288651322+0j),(0.3913692129445891+0j),(0.4043855223010691+0j),(0.17207266641420574+0j)
(0.2048035529767693+0j),(0.11169511525567259+0j),(0.12874497268886334+0j),(0.6332995297346291+0j),(0.06150324357936939+0j),(0.6322797415286278+0j),(0.10228465344000269+0j),(0.3375109964337784+0j)
(0.2877368080337827+0j),(0.1668566314844176+0j),(0.6755993992265159+0j),(0.36856545935423674+0j),(0.10270187304060736+0j),(0.45879498105789196+0j),(0.138784278380371+0j),(0.23830602693271066+0j)
(0.3824584158705575+0j),(0.13019242388701663+0j),(0.36045409624678176+0j),(0.5547908447767675+0j),(0.2261720799575523+0j),(0.16266172889517447+0j),(0.2804738457639094+0j),(0.49272429408941626+0j)
(0.027237305022897028+0j),(0.7076959848333334+0j),(0.3223058820378675+0j),(0.2068080546633432+0j),(0.34956636879351954+0j),(0.42685013012207185+0j),(0.12815780967332116+0j),(0.17593113777567615+0j)
(0.5153275258725722+0j),(0.2544121891050173+0j),(0.5817156922685857+0j),(0.24382570177429322+0j),(0.24725524876270294+0j),(0.028820651944052714+0j),(0.3966675739588569+0j),(0.22925293321135132+0j)
(0.5123867581198827+0j),(0.337037171467344+0j),(0.31675246028177695+0j),(0.13052211838974495+0j),(0.32706570017376857+0j),(0.07782585560889191+0j),(0.27891979277890194+0j),(0.5618474204211892+0j)
(0.4207488522665693+0j),(0.03383470253691328+0j),(0.5111629408059812+0j),(0.18524493101680536+0j),(0.041707132757030065+0j),(0.048120199604957406+0j),(0.4403282765969176+0j),(0.5729558010842706+0j)
(0.237071133053056+0j),(0.2732256285631498+0j),(0.2090482162518037+0j),(0.35163003806010984+0j),(0.5762973227439527+0j),(0.09107150539584945+0j),(0.14790908783167048+0j),(0.5826752713346313+0j)
(0.37642628999821287+0j),(0.14493326499483178+0j),(0.07846913542266688+0j),(0.5648904637104091+0j),(0.4658361372677111+0j),(0.092856434324549+0j),(0.3398998494613949+0j),(0.41337806406161337+0j)
(0.08444909935228578+0j),(0.5320396229983568+0j),(0.6955948728318875+0j),(0.43754998566621717+0j),(0.15322486986894027+0j),(0.02430619998629822+0j),(0.048055309661606926+0j),(0.09012217940683104+0j)
(0.38671959824793994+0j),(0.2846702277315514+0j),(0.5731322268832612+0j),(0.41536050795164714+0j),(0.4681430237029562+0j),(0.10590161304926764+0j),(0.11626282175363295+0j),(0.15657530682039758+0j)
(0.49127744309963484+0j),(0.1178803995135911+0j),(0.032378603472048614+0j),(0.21809320615090388+0j),(0.0791946959973487+0j),(0.6728815221776383+0j),(0.1268496919614517+0j),(0.47011219689250483+0j)
(0.3100485268626714+0j),(0.2333929375464983+0j),(0.12554523882157823+0j),(0.19319386675387867+0j),(0.5724492440813834+0j),(0.6232533945177854+0j),(0.24972378368782636+0j),(0.13344388927548226+0j)
(0.3549635761564412+0j),(0.44487988510856574+0j),(0.15703818198006547+0j),(0.09227522484085365+0j),(0.5173970383697548+0j),(0.3566309991474835+0j),(0.4967098331412878+0j),(0.036069606360669845+0j)
(0.029134867782759574+0j),(0.0857274319823382+0j),(0.0941224427760805+0j),(0.481169928775739+0j),(0.5706990874836458+0j),(0.24645073425306896+0j),(0.6032992430883347+0j),(0.03182833192783144+0j)
(0.49321790667831045+0j),(0.6147981783821371+0j),(0.14886873606674264+0j),(0.21033741068496906+0j),(0.07273823942020922+0j),(0.24489845981949518+0j),(0.4626718022353308+0j),(0.18172579838455233+0j)
(0.45935931198977303+0j),(0.32560382361959755+0j),(0.3773454202965861+0j),(0.3113791958977375+0j),(0.48739600314787673+0j),(0.4002546689093875+0j),(0.05892723385026427+0j),(0.2058968671891812+0j)
(0.6380662999720315+0j),(0.3130930493994866+0j),(0.05197390203354862+0j),(0.4700057031307736+0j),(0.2025980644066995+0j),(0.08979833131308353+0j),(0.3440942726477341+0j),(0.3220666193705238+0j)
(0.09102834141449923+0j),(0.25502621703546385+0j),(0.4285570980998473+0j),(0.5363935755538263+0j),(0.22265595980753994+0j),(0.6220401508347185+0j),(0.04191594809515749+0j),(0.13049767455289427+0j)
(0.6080049584757481+0j),(0.029005776041110605+0j),(0.6978553234532924+0j),(0.03165734504956252+0j),(0.06100183296893118+0j),(0.198336140669348+0j),(0.1960192679392554+0j),(0.24495386041629985+0j)
(0.3101124535150572+0j),(0.05416174697291337+0j),(0.28628254026112354+0j),(0.5645822818904378+0j),(0.21332459166210804+0j),(0.6658030367218337+0j),(0.034379545629418265+0j),(0.10100944105989458+0j)
(0.350806107312015+0j),(0.03590221853163878+0j),(0.0557015201894358+0j),(0.5324800687614308+0j),(0.16971294176735668+0j),(0.4582260180695705+0j),(0.4945358093214044+0j),(0.32506797728645037+0j)
(0.09318282241670531+0j),(0.047530611234245894+0j),(0.2615150448060036+0j),(0.6250707837121128+0j),(0.02650203360511611+0j),(0.6092138161613131+0j),(0.16303475370648374+0j),(0.36267070020698416+0j)
(0.4126841037639929+0j),(0.2823288166727744+0j),(0.39016517462170647+0j),(0.05842074088904347+0j),(0.48753520057111777+0j),(0.3624655548904413+0j),(0.3517224908433179+0j),(0.3186845814909563+0j)
(0.37667207899503347+0j),(0.20767936491495373+0j),(0.4172998490369102+0j),(0.2642865212235008+0j),(0.2876195071895107+0j),(0.3165374436427279+0j),(0.16650346859766835+0j),(0.6002970579542831+0j)
(0.3727272285485482+0j),(0.23217722526241272+0j),(0.44355611386544125+0j),(0.3980818030107798+0j),(0.36945877581156117+0j),(0.19926967428504608+0j),(0.5166557563991153+0j),(0.09389164179016031+0j)
(0.439088380810055+0j),(0.4537369044715831+0j),(0.1543750798633637+0j),(0.055310573178964054+0j),(0.3443108597942079+0j),(0.07094108689976278+0j),(0.4872034639237181+0j),(0.46204271374833744+0j)
(0.6609784071462309+0j),(0.07817711677003009+0j),(0.09143433126067799+0j),(0.1219791614147016+0j),(0.3943404859222211+0j),(0.1306744614996515+0j),(0.5195950765854445+0j),(0.3019891614114719+0j)
(0.032568934546843696+0j),(0.2662212839717813+0j),(0.12876396749132435+0j),(0.2226022499320027+0j),(0.37155055473281723+0j),(0.24442697884439585+0j),(0.6082128014551951+0j),(0.5424171797618172+0j)
(0.12924220630759045+0j),(0.3558407178449138+0j),(0.32503918362321377+0j),(0.017920075378493577+0j),(0.47331240214497783+0j),(0.3753528271424654+0j),(0.5919549409578764+0j),(0.18808830013536906+0j)
(0.26245537558961535+0j),(0.503555176283636+0j),(0.3606065782634737+0j),(0.22163165318572028+0j),(0.39555684182169537+0j),(0.38287066473989434+0j),(0.4405026053248062+0j),(0.03597165485600733+0j)
(0.3502983409587551+0j),(0.3847117055786741+0j),(0.09760218717567501+0j),(0.7122523722538268+0j),(0.07577765716359634+0j),(0.04775861643159915+0j),(0.4446072483690333+0j),(0.08221680557321911+0j)
(0.28170533241747836+0j),(0.26400438128333853+0j),(0.37810514069956647+0j),(0.12050422188352612+0j),(0.38844666287219315+0j),(0.4026428397993766+0j),(0.4594582086867532+0j),(0.41151563222759446+0j)
(0.11542614837968511+0j),(0.47951761280064176+0j),(0.5515778249679286+0j),(0.025714553794515923+0j),(0.5885471515469295+0j),(0.2517984714868008+0j),(0.1881327072718195+0j),(0.08158549275750662+0j)
(0.3794939224064916+0j),(0.011042305194968323+0j),(0.39500219847497314+0j),(0.2117112483235592+0j),(0.4425687042090151+0j),(0.14545682032415716+0j),(0.509000673952105+0j),(0.4229747158849768+0j)
(0.018712653333553125+0j),(0.8207909154321048+0j),(0.16178096633336253+0j),(0.06269703593558815+0j),(0.4393616803410318+0j),(0.26257580591177493+0j),(0.15018531853559125+0j),(0.10633785995839204+0j)
(0.09452395824085255+0j),(0.5360063082387413+0j),(0.13850816590649045+0j),(0.6274532824278287+0j),(0.4236727237572228+0j),(0.08996042492608584+0j),(0.27530242695632823+0j),(0.16582353270187578+0j)
(0.025149240093746437+0j),(0.25300968319720607+0j),(0.32446914264066323+0j),(0.6029004729825077+0j),(0.20338515268377344+0j),(0.3987284928400997+0j),(0.056314583229482865+0j),(0.5128968195101314+0j)
(0.33861578924186836+0j),(0.3248137115703365+0j),(0.27250642906563066+0j),(0.3246729770523571+0j),(0.5475070392963679+0j),(0.1422831680828436+0j),(0.5262540950712825+0j),(0.05666810005467878+0j)
(0.44452487768831384+0j),(0.19527271650256678+0j),(0.43318769405198515+0j),(0.3981622313998368+0j),(0.16188400294677616+0j),(0.3025642615136831+0j),(0.3990900800380491+0j),(0.37557556333493763+0j)
(0.21671027055289083+0j),(0.16058783371060636+0j),(0.06029310049284981+0j),(0.6010607467361542+0j),(0.07621199883034718+0j),(0.18804063564464593+0j),(0.602947791110701+0j),(0.39702057735378204+0j)
(0.2794101226637747+0j),(0.03911774633287182+0j),(0.3600052581531227+0j),(0.1715031494099532+0j),(0.48349714978399017+0j),(0.3173089816901704+0j),(0.5106278639480627+0j),(0.40766085165093546+0j)
(0.44290808872043524+0j),(0.16413809048382702+0j),(0.5071238473318718+0j),(0.31601066946278666+0j),(0.00795890012262623+0j),(0.5878537922890962+0j),(0.18158463545626757+0j),(0.20308955516647423+0j)
(0.04464988403562179+0j),(0.46935589515585635+0j),(0.07404401045648101+0j),(0.24711877711404623+0j),(0.32333017649554496+0j),(0.5159923822809617+0j),(0.4984586073131233+0j),(0.30316612812461147+0j)
(0.16287005002013397+0j),(0.001666101691611053+0j),(0.524705979389859+0j),(0.5844056225699475+0j),(0.30819246847539816+0j),(0.23245033901708367+0j),(0.3297088683379669+0j),(0.31448462413595707+0j)
(0.10031294701999333+0j),(0.15363775897354925+0j),(0.3390089264310174+0j),(0.024591185825386126+0j),(0.6601568088661625+0j),(0.4621584631408209+0j),(0.42573970584568843+0j),(0.1419479432007597+0j)
(0.5285087773681368+0j),(0.03086868411955074+0j),(0.40533386129111754+0j),(0.5754015301013793+0j),(0.10361769998600959+0j),(0.07166876964531144+0j),(0.43188072587757786+0j),(0.14815240448937153+0j)
(0.20096563439883763+0j),(0.33380299676553343+0j),(0.34856672764839675+0j),(0.18616246560865093+0j),(0.06739817064753523+0j),(0.5166211303651135+0j),(0.3024775274572819+0j),(0.5736728907251811+0j)
(0.3570724565707658+0j),(0.4957913383511131+0j),(0.4567735129671787+0j),(0.45883071876712384+0j),(0.0014036877917026171+0j),(0.37848268677546915+0j),(0.24552340692670963+0j),(0.06316392217638676+0j)
(0.30878951695086954+0j),(0.19037475933160838+0j),(0.5970943466164699+0j),(0.012362007465548941+0j),(0.4481269102950733+0j),(0.14252013743042422+0j),(0.4817347892054646+0j),(0.2419377663907073+0j)
(0.3226571131140369+0j),(0.18946218607257131+0j),(0.30350731080917537+0j),(0.294701609522389+0j),(0.6293813220208601+0j),(0.323784022928628+0j),(0.42371627863960104+0j),(0.023201599924363887+0j)
(0.5778476546192199+0j),(0.10718182492556787+0j),(0.41263029803499707+0j),(0.4811785856321596+0j),(0.2829017288615975+0j),(0.27008278621704057+0j),(0.2961584670806626+0j),(0.1100891143668046+0j)
(0.4046602447527097+0j),(0.3075401398045377+0j),(0.3057743221406513+0j),(0.13178176171333075+0j),(0.48240200826310514+0j),(0.2795714646697373+0j),(0.5596512669706845+0j),(0.08199596251698756+0j)
(0.5315365070600727+0j),(0.44834449913058594+0j),(0.14769717941604515+0j),(0.26316768474008834+0j),(0.14579839107152123+0j),(0.39028349662227985+0j),(0.02327234601762942+0j),(0.5012628891099815+0j)
(0.35130115125133027+0j),(0.2742667820541577+0j),(0.5053836946448357+0j),(0.045765914592807364+0j),(0.4783709630486349+0j),(0.0031139495665445686+0j),(0.4564414260982506+0j),(0.32660493751806635+0j)
(0.45303760856739134+0j),(0.617147664883269+0j),(0.41932398660107784+0j),(0.16756148103052362+0j),(0.2552128428974145+0j),(0.10159345745283453+0j),(0.3468701144743097+0j),(0.11917435628557785+0j)
(0.598044652292766+0j),(0.04812454043025784+0j),(0.20372644079460162+0j),(0.5463402928626286+0j),(0.27066781702337844+0j),(0.42813220665610846+0j),(0.1161599056123577+0j),(0.17315619240454638+0j)
(0.392612412672491+0j),(0.5148386611060412+0j),(0.5329314220753308+0j),(0.5235452791990222+0j),(0.0734359031780461+0j),(0.07349497319871859+0j),(0.04892257698194729+0j),(0.09743369509362619+0j)
(0.35798658103969583+0j),(0.276300463980335+0j),(0.5216334394261273+0j),(0.5923760487523916+0j),(0.39509912125076735+0j),(0.07604766783352271+0j),(0.10185947998664223+0j),(0.0151959230564721+0j)
(0.459938666212548+0j),(0.2460135193966667+0j),(0.027917539528840934+0j),(0.25351686241450416+0j),(0.24070496217888612+0j),(0.5857481945253366+0j),(0.5054048397586568+0j),(0.08006063199941164+0j)
(0.23952337110124128+0j),(0.14155548491444406+0j),(0.41785483399410606+0j),(0.059459121271033075+0j),(0.35546774244242524+0j),(0.020503236999745777+0j),(0.19955665745316795+0j),(0.7601657660102203+0j)
(0.39887304949320823+0j),(0.16697935203129988+0j),(0.24625029215924354+0j),(0.5777026733705959+0j),(0.0723133095820516+0j),(0.32270188579704756+0j),(0.5352434711433269+0j),(0.150954648599875+0j)
(0.24195230093069947+0j),(0.36828687992556247+0j),(0.3993646130268053+0j),(0.16156691813800547+0j),(0.06148252151773622+0j),(0.38567910204558026+0j),(0.5069940372886396+0j),(0.45897327909288266+0j)
(0.007365390638112325+0j),(0.3729563078104332+0j),(0.10217654969768207+0j),(0.4100552342575767+0j),(0.34414239150209563+0j),(0.5351449094594507+0j),(0.3759966822137143+0j),(0.36888539717659247+0j)
(0.13688751878925606+0j),(0.41504309740602685+0j),(0.4820872290273176+0j),(0.2544618253089504+0j),(0.25552216687640744+0j),(0.05652963241158034+0j),(0.375459618644247+0j),(0.5498954584521005+0j)
(0.3392181866313375+0j),(0.36227116239719964+0j),(0.4850646042379298+0j),(0.1265989560891692+0j),(0.42507130433336743+0j),(0.4118707784987976+0j),(0.19190324770633238+0j),(0.3394490423575358+0j)
(0.32758734328532435+0j),(0.295570689571848+0j),(0.530770841902057+0j),(0.27835474304215474+0j),(0.14647774037983724+0j),(0.28942668239485786+0j),(0.18176245130693472+0j),(0.5548552322757894+0j)
(0.15188539564645254+0j),(0.4985994145448888+0j),(0.45244629094933647+0j),(0.38880017120418503+0j),(0.1671669294580139+0j),(0.4364830275700892+0j),(0.18628367529733517+0j),(0.3453873300211583+0j)
(0.639643808619556+0j),(0.47180538185514476+0j),(0.1806627233973234+0j),(0.14870765049986776+0j),(0.1168058911957216+0j),(0.4243648282656982+0j),(0.32931935860492123+0j),(0.10640550345589471+0j)
(0.08366094943323775+0j),(0.36284300574784684+0j),(0.6273892911264741+0j),(0.446760276793095+0j),(0.13861410643171998+0j),(0.18453604994127729+0j),(0.09043301218371072+0j),(0.4546297144456808+0j)
(0.34035019524649734+0j),(0.027504432631847292+0j),(0.07719011058348973+0j),(0.5332919007047195+0j),(0.3142309775418853+0j),(0.490810843371102+0j),(0.402193308518968+0j),(0.30273889346615607+0j)
(0.2931346456923332+0j),(0.3985669110716609+0j),(0.532236195508753+0j),(0.06904730403572143+0j),(0.21196139747224568+0j),(0.4097210861776385+0j),(0.49903583328879875+0j),(0.0730604784146335+0j)
(0.5991228189840759+0j),(0.418615882009228+0j),(0.33084016875342054+0j),(0.48728354616018776+0j),(0.047280350278147754+0j),(0.2402691567366423+0j),(0.23363549891096075+0j),(0.06604448448004975+0j)
(0.7582071568438692+0j),(0.31603335412822353+0j),(0.36340697084336376+0j),(0.13204785546012998+0j),(0.20724162354324263+0j),(0.3382347425556397+0j),(0.06005004017411121+0j),(0.12159656604773551+0j)
(0.4526135310289178+0j),(0.18970146672464838+0j),(0.0709527958583841+0j),(0.12003912515224292+0j),(0.6448198154315281+0j),(0.34005438556394935+0j),(0.035442093565931275+0j),(0.45499992608115164+0j)
(0.07481989855869997+0j),(0.6435065071983324+0j),(0.38596097921115885+0j),(0.5906177354764861+0j),(0.02654022783767684+0j),(0.27016238014489585+0j),(0.020669398526622033+0j),(0.09157975576171717+0j)
(0.3631748736458237+0j),(0.3533301670554701+0j),(0.39284274234054867+0j),(0.054201417799959385+0j),(0.06713600529597549+0j),(0.5254534356110865+0j),(0.10369042763393997+0j),(0.5428059775962498+0j)
(0.04437622626344373+0j),(0.5300460547862623+0j),(0.29907725241554833+0j),(0.28207427170646077+0j),(0.28265307172367654+0j),(0.5310615297024759+0j),(0.26101883741801457+0j),(0.34353877787690146+0j)
(0.5084480368144119+0j),(0.3018718385617927+0j),(0.4225951168067201+0j),(0.34265560977747606+0j),(0.08560383931493956+0j),(0.03883535935874618+0j),(0.49755403649742264+0j),(0.3129828519346941+0j)
(0.4442947640147288+0j),(0.3353694419585608+0j),(0.469707436516657+0j),(0.3461997944742588+0j),(0.46386534088486264+0j),(0.2309341227179818+0j),(0.26218929240502625+0j),(0.11137898318277792+0j)
(0.3374631957894161+0j),(0.4072290643415593+0j),(0.4395932026761998+0j),(0.4074545635660166+0j),(0.25631412412518173+0j),(0.04879713781228114+0j),(0.46461660522813586+0j),(0.27762383668329627+0j)
(0.31056233346779893+0j),(0.1204931796276449+0j),(0.4039105012387133+0j),(0.2624776738464809+0j),(0.31635443905666993+0j),(0.19859669485903092+0j),(0.5327156408243748+0j),(0.4834123251601801+0j)
(0.39008993655928453+0j),(0.14908396831346551+0j),(0.4933445912909019+0j),(0.15527184709633754+0j),(0.5086880062742957+0j),(0.3993893347918076+0j),(0.3575840230085804+0j),(0.10937969439812038+0j)
(0.2731271372579429+0j),(0.27154623756784285+0j),(0.1270834962440054+0j),(0.4984058597719709+0j),(0.1425661470530355+0j),(0.3941890028379237+0j),(0.6305054850617436+0j),(0.1177214880408109+0j)
(0.32532591882508594+0j),(0.48729333568273353+0j),(0.3605819710987009+0j),(0.3061161522495454+0j),(0.39520885951522944+0j),(0.47266104604103637+0j),(0.10413376342040837+0j),(0.20625093265797456+0j)
(0.5032886885851178+0j),(0.24523776597274302+0j),(0.4589654354507765+0j),(0.0009600587446155621+0j),(0.2345438037267196+0j),(0.23695140232578607+0j),(0.49746121316223374+0j),(0.3424679837591547+0j)
(0.22007050659169303+0j),(0.2914746835310685+0j),(0.13010047653299864+0j),(0.5008959073152948+0j),(0.17012495675586092+0j),(0.05054689763423667+0j),(0.5805483917067125+0j),(0.4798486346179737+0j)
(0.28968139929075737+0j),(0.3619210293403653+0j),(0.4892984280515094+0j),(0.43998411793199566+0j),(0.28577698613482483+0j),(0.5143554220600287+0j),(0.01697213054448509+0j),(0.07470502311097868+0j)
(0.34732858273878253+0j),(0.6716956416444682+0j),(0.4653558204455711+0j),(0.0033469479182748397+0j),(0.43982976485094577+0j),(0.05274651956990455+0j),(0.11406602910441233+0j),(0.0487555387041462+0j)
(0.16771536357623734+0j),(0.1409054580762338+0j),(0.1955549833823964+0j),(0.36382128678961906+0j),(0.032916523167006835+0j),(0.3060845927962573+0j),(0.5998119119998762+0j),(0.5717201441581989+0j)
(0.03743184343274729+0j),(0.23742045628517047+0j),(0.6587074610801066+0j),(0.20998980242155527+0j),(0.44593253246522874+0j),(0.059477655219063695+0j),(0.2908874252031726+0j),(0.4209872189370868+0j)
(0.42416790009454675+0j),(0.2543970178588848+0j),(0.21455146723802204+0j),(0.011905139837024063+0j),(0.18122566053189076+0j),(0.13748265911086407+0j),(0.5931498883814911+0j),(0.552827887960595+0j)
(0.2193458003861364+0j),(0.17041696270347464+0j),(0.36000232036445606+0j),(0.4733373852528066+0j),(0.5100422894571963+0j),(0.06235218383618143+0j),(0.5269490800910147+0j),(0.1657988626543784+0j)
(0.11667157963895503+0j),(0.4242691578172502+0j),(0.35908764100548307+0j),(0.3110653682795742+0j),(0.5082065733222357+0j),(0.4056346575572627+0j),(0.3213894226024467+0j),(0.23360922375527401+0j)
(0.3745006514295015+0j),(0.42018567366195236+0j),(0.08057089548449921+0j),(0.4927917599766772+0j),(0.37718954049467907+0j),(0.35824780485811514+0j),(0.40403306841600745+0j),(0.00130931667136771+0j)
(0.2779520736925232+0j),(0.27023547889820176+0j),(0.3950648137760711+0j),(0.29789148921847+0j),(0.5296700652601295+0j),(0.35708841141735237+0j),(0.4380265589736015+0j),(0.07049898066266015+0j)
(0.07795502368482134+0j),(0.47166915402404347+0j),(0.16645558602760657+0j),(0.08102889319975472+0j),(0.5382248964222417+0j),(0.6143264125447241+0j),(0.029363539451147405+0j),(0.26312142072371936+0j)
(0.08177497490861199+0j),(0.3067517695987557+0j),(0.4993278960085142+0j),(0.5455820453877154+0j),(0.5457426635274637+0j),(0.20504577976548938+0j),(0.025281375851206014+0j),(0.10821328377965997+0j)
(0.28641191271920236+0j),(0.4722194126053973+0j),(0.18610615281144524+0j),(0.5059311747155874+0j),(0.2021468829095041+0j),(0.5913199909296611+0j),(0.035009779842539994+0j),(0.11236908080100945+0j)
(0.41795557634331665+0j),(0.34664414968065127+0j),(0.40520628655487423+0j),(0.3050721739081192+0j),(0.25404169002392557+0j),(0.5293846030656778+0j),(0.11936100018847541+0j),(0.29808978033451056+0j)
(0.49705847917039764+0j),(0.012766085267528489+0j),(0.3799615785321798+0j),(0.44977682687387605+0j),(0.33221830377721173+0j),(0.30316116748343436+0j),(0.42328961690048567+0j),(0.15700352094162864+0j)
(0.4511136573488472+0j),(0.3588941305280813+0j),(0.4334483206999495+0j),(0.6105322469364004+0j),(0.08028061840862952+0j),(0.2870873383195028+0j),(0.131068106652901+0j),(0.03195987894217711+0j)
(0.42524211257941663+0j),(0.10910773491412305+0j),(0.5217139605792517+0j),(0.17182859969423517+0j),(0.3966698584964103+0j),(0.1245879888232123+0j),(0.040204226525550564+0j),(0.5753856099222858+0j)
(0.3240789323740148+0j),(0.3028486834707091+0j),(0.25662334610320253+0j),(0.38869501300360654+0j),(0.29696392474894523+0j),(0.6155305575937119+0j),(0.29114712769258694+0j),(0.185698884527432+0j)
(0.19075733485214283+0j),(0.041942026653652334+0j),(0.11827122955111104+0j),(0.13708657237446614+0j),(0.14058144838266315+0j),(0.47543182125688566+0j),(0.8212273545745552+0j),(0.09412101434245124+0j)
